1,38.012402,66.239373
2,49.364611,38.253943
3,36.227584,78.243222
4,33.738112,38.683637
5,40.584067,23.757514
6,31.607687,74.562047
7,43.709429,72.340557
8,37.714279,36.322297
9,48.563442,27.318342
10,33.963064,71.967287
11,42.681762,58.925337
12,50.062291,56.744938
13,31.603976,73.290532
14,47.680204,30.371491
15,40.323685,62.691014
16,49.85306,49.33969
17,33.880253,67.221953
18,48.907183,32.296306
19,36.962508,79.52594
20,39.081623,43.239623
21,43.562762,59.492285
22,37.208388,20.49823
23,47.754004,69.772867
24,44.368354,52.32727
25,40.990929,48.61222
26,42.868891,66.607521
27,46.01695,78.729793
28,43.670305,36.198457
29,47.537448,32.617891
30,32.547285,47.099728
31,46.163125,42.914716
32,35.115724,24.804504
33,48.293583,71.301889
34,49.639226,39.609398
35,30.546039,64.154609
36,47.432645,40.16251
37,39.445268,51.276627
38,49.413967,41.94548
39,39.93152,63.979967
40,33.68684,70.581884
41,34.45267,71.494643
42,34.236077,72.601588
43,49.989176,27.564428
44,33.623987,42.920112
45,38.476856,30.829179
46,41.502365,45.420804
47,50.557927,23.485888
48,37.615849,31.961969
49,40.562422,76.548526
50,33.751269,50.4384
51,44.491766,23.944901
52,36.322006,79.985442
53,46.531296,26.056313
54,42.723475,20.311282
55,49.563677,58.726366
56,31.502464,29.039353
57,44.583537,29.512722
58,31.554076,48.030476
59,50.212279,63.333056
60,41.711408,37.981756
61,47.647762,23.975426
62,48.437381,43.62753
63,42.383003,37.538146
64,37.136151,29.648205
65,30.704146,26.951338
66,34.699242,74.012038
67,36.848192,75.930277
68,40.501504,49.607963
69,48.172256,27.290029
70,36.076112,56.597881
71,37.638443,42.405834
72,35.338427,63.213445
73,48.179444,48.984564
74,42.322216,40.08973
75,34.60961,21.579736
76,37.430488,71.965389
77,33.112413,23.985034
78,35.14304,72.788169
79,50.280315,39.846464
80,30.312021,77.549057
81,49.629542,79.749873
82,42.592245,54.456917
83,46.470463,66.532344
84,37.547974,66.550918
85,42.45098,70.701722
86,49.649947,35.712424
87,49.813414,66.416174
88,34.814054,49.968971
89,50.394154,67.156758
90,36.076633,29.574412
91,50.688835,45.98
92,42.607133,64.985994
93,45.618342,79.59669
94,46.758132,35.174984
95,45.12516,74.972108
96,31.184103,69.686498
97,46.898253,64.966046
98,37.205447,42.875101
99,30.975711,33.596335
100,49.560477,70.131787
101,46.011762,39.326477
102,45.4528,23.836296
103,45.039124,37.888806
104,33.719318,80.875669
105,35.968469,26.165884
106,43.003327,27.623529
107,38.408199,45.556363
108,45.495648,58.622188
109,33.778708,55.000977
110,42.161573,60.620877
111,39.764483,55.913683
112,37.148841,59.901851
113,30.613665,61.149926
114,48.629247,45.531337
115,43.293022,51.519746
116,39.92844,77.50839
117,35.597336,29.997891
118,46.443385,58.545632
119,33.551067,77.778214
120,32.302891,34.358604
121,30.395332,48.771146
122,45.279328,39.936221
123,43.236276,62.438232
124,40.37598,39.686178
125,48.774585,56.083747
126,33.520248,58.330711
127,39.11972,55.065703
128,32.051484,68.118482
129,37.778863,54.06733
130,40.568084,78.357801
131,40.772358,41.075405
132,38.136274,32.309417
133,31.488895,33.864385
134,32.42054,37.815917
135,40.624468,42.052283
136,50.968862,76.893015
137,39.842909,42.481434
138,42.140859,29.390582
139,35.428957,36.148324
140,34.162531,20.59877
141,31.780818,77.906072
142,30.846065,45.968301
143,47.530273,69.528512
144,49.79788,68.245518
145,47.342693,71.916765
146,36.604205,53.364488
147,49.500794,29.136674
148,38.963577,63.413714
149,50.887937,67.965038
150,47.935469,45.799271
151,32.382831,75.891387
152,47.161169,30.181811
153,31.617783,71.202764
154,35.555526,53.215458
155,39.725837,36.515091
156,42.081189,72.673296
157,41.902493,50.692189
158,31.845889,59.326227
159,46.202622,63.731669
160,39.764346,66.670179
161,41.15283,28.929906
162,38.094457,61.051203
163,43.916706,48.559934
164,34.752621,49.038536
165,49.460768,45.674791
166,39.715847,77.467001
167,39.125695,34.378948
168,41.732203,26.49458
169,37.300789,79.861139
170,50.678488,73.935238
171,35.703754,80.207679
172,30.510445,35.46164
173,33.516518,50.203968
174,47.885933,57.274016
175,40.89326,24.328037
176,50.150817,47.960614
177,46.38087,33.557968
178,48.85143,66.054045
179,30.382598,64.817876
180,46.580382,58.696591
181,34.568878,33.257444
182,34.044865,55.454815
183,47.314289,32.885857
184,39.765148,42.501096
185,32.087302,60.42437
186,40.326402,22.421325
187,50.698856,43.353648
188,45.748858,37.287711
189,37.688503,20.148063
190,39.865495,64.063284
191,36.826576,22.621712
192,43.558549,71.821704
193,38.161985,25.776965
194,46.836532,44.587676
195,44.183755,74.351574
196,41.429101,49.834437
197,37.001455,75.439737
198,39.975915,21.467133
199,44.023875,28.510202
200,47.394548,52.760857
201,45.02315,43.144035
202,49.883559,23.633367
203,40.136552,33.207115
204,43.772111,80.673377
205,48.754807,41.560271
206,37.122376,42.073192
207,34.399357,43.875787
208,31.279354,65.866709
209,33.898299,21.541042
210,39.875316,38.539508
211,41.527739,64.429369
212,47.197546,23.096376
213,45.917044,59.638715
214,48.12905,50.26045
215,39.871923,67.976588
216,32.137197,38.376938
217,43.838255,36.474337
218,46.83379,27.366451
219,48.409279,40.589478
220,49.360704,61.768227
221,50.439481,60.480338
222,36.572005,61.425745
223,32.681943,62.750685
224,50.445637,70.922358
225,48.563278,21.575306
226,32.002569,56.145578
227,43.221852,50.197145
228,46.620885,51.165597
229,49.084688,56.095949
230,31.945356,51.801835
231,33.792836,49.901024
232,44.469739,26.997367
233,41.347784,41.389239
234,31.738686,37.313154
235,36.211298,74.33682
236,37.851934,60.95821
237,43.091528,48.587538
238,32.601899,46.359811
239,32.04619,80.722445
240,39.006662,63.376666
241,49.25524,61.477886
242,37.808693,57.458775
243,49.933899,58.570799
244,44.11074,53.384587
245,49.448797,72.105135
246,47.864607,34.878463
247,36.852083,68.317766
248,40.684074,33.917912
249,45.587104,64.372811
250,37.844068,74.170955
251,34.030184,34.451674
252,47.070365,55.793866
253,38.729681,21.195331
254,37.066149,64.135589
255,50.852027,30.675631
256,40.591464,50.569516
257,46.622925,60.371447
258,46.214181,32.773178
259,46.800313,76.177796
260,36.737493,21.235005
261,32.419151,47.387749
262,49.434242,80.538094
263,45.490377,75.370321
264,34.499293,64.626673
265,42.605565,46.3424
266,31.516228,21.90849
267,34.143286,29.260391
268,33.508053,32.893596
269,48.511054,66.058542
270,41.292544,32.390217
271,33.647081,24.672408
272,49.117869,24.37602
273,44.843398,73.681622
274,31.406441,27.253031
275,31.095366,60.495456
276,33.032839,46.233147
277,45.011599,24.966311
278,35.260905,41.92626
279,40.38051,35.120805
280,47.251283,33.397427
281,31.431284,33.699354
282,37.581957,80.897086
283,43.544522,33.408424
284,47.096121,30.793811
285,41.034085,57.515951
286,43.855856,63.755786
287,38.562362,26.006813
288,44.969398,56.489977
289,34.374536,35.868202
290,33.187929,31.798654
291,32.306966,60.496791
292,35.089094,24.168498
293,45.25422,43.932853
294,30.554523,66.866831
295,31.805298,21.397465
296,47.192819,27.5311
297,34.726273,77.68776
298,37.199857,39.569195
299,42.660059,69.346428
300,49.162499,78.624547
301,33.486737,38.11312
302,42.735253,63.865329
303,42.402035,60.088137
304,49.323302,71.975572
305,34.169267,59.203503
306,49.547743,55.836469
307,35.645564,59.261377
308,46.734834,44.159304
309,32.235226,41.531803
310,48.281121,33.934907
311,38.837023,23.189112
312,39.07574,67.865025
313,30.420007,32.794689
314,36.353129,27.866303
315,37.592733,68.135274
316,41.41012,68.933427
317,39.765185,34.255937
318,47.727521,32.978983
319,31.921638,58.480821
320,30.437745,36.938082
321,35.015523,45.474217
322,47.102331,79.363161
323,32.668517,70.94589
324,42.126116,53.777525
325,40.438329,23.717042
326,30.254969,67.813978
327,41.915507,47.738264
328,40.071793,80.139573
329,48.479291,63.045036
330,50.358618,23.744596
331,48.93892,44.59474
332,37.016733,57.150932
333,33.199183,39.565028
334,39.215146,55.801337
335,37.134404,79.534979
336,42.632059,25.966087
337,35.832612,79.294438
338,41.454308,36.203353
339,46.691483,40.860744
340,40.621852,55.038846
341,32.328295,24.950822
342,38.21316,23.374738
343,36.576043,52.875286
344,44.558791,37.800303
345,37.707997,24.014228
346,36.118309,32.791425
347,50.537012,46.015495
348,34.983619,31.289418
349,43.888945,58.469048
350,36.146828,43.217871
351,32.121118,40.245086
352,43.591334,57.001038
353,35.764168,34.59054
354,49.021396,80.584238
355,40.554568,34.838806
356,39.686536,27.73724
357,50.203055,40.458351
358,40.74507,45.536043
359,39.007105,44.021772
360,48.710862,28.232676
361,36.243403,24.149375
362,46.315274,65.053223
363,34.808783,20.753679
364,36.230127,57.548243
365,33.228209,79.099727
366,43.758269,77.05563
367,44.967852,46.288114
368,46.540972,68.317447
369,40.023479,53.245158
370,32.126557,58.991626
371,50.691413,30.507903
372,49.826062,32.001236
373,45.020255,55.519374
374,37.864853,74.006427
